Архив событий от ПТК КМ-Дельта от 22 декабря 2018 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
254; 21.12.2018 22:05:37.000; Предупреждение от МКЛП №2;   + ;
255; 21.12.2018 22:05:37.000; Предупреждение от МКЛП №1;   + ;
256; 21.12.2018 22:05:37.000; Блокировка пуска ГА;   - ;
257; 21.12.2018 22:05:37.000; Блокировка пуска ГА;   + ;
258; 21.12.2018 22:05:35.000; Отсутствие связи с САУ ГА;   + ;
259; 21.12.2018 22:05:33.000; Нет связи с МКЛП №1;   + ;
260; 21.12.2018 22:05:30.000; Отсутствие связи с САУ ГА;   + ;
261; 21.12.2018 22:05:30.000; Отсутствие связи с САУ ГА;   + ;
262; 21.12.2018 22:05:30.000; Отсутствие связи с САУ ГА;   + ;
263; 21.12.2018 22:05:30.000; Отсутствие связи с САУ ГА;   + ;
264; 21.12.2018 22:05:25.000; Установка настроеек ПТК КМ-Дельта;   + ;
265; 21.12.2018 22:05:25.000; Нет связи с МКЛП №1;   + ;
266; 21.12.2018 22:05:21.000; Нет связи с МКЛП №1;   + ;
267; 21.12.2018 22:05:21.000; Нет связи с МКЛП №1;   + ;
268; 21.12.2018 22:05:20.000; Нет связи с МКЛП №1;   + ;
269; 21.12.2018 22:05:20.000; Нет связи с МКЛП №1;   + ;
270; 21.12.2018 22:05:20.000; Нет связи с МКЛП №1;   + ;
271; 21.12.2018 22:05:19.000; Включение ПТК КМ-Дельта;   + ;
272; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №4;   + ;
273; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №3;   + ;
274; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №2;   + ;
275; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №5;   + ;
276; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №6;   + ;
277; 21.12.2018 22:05:15.000; Блокировка пуска ГА;   + ;
278; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №7;   + ;
279; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №8;   + ;
280; 21.12.2018 22:05:15.000; Предупреждение от МКЛП №1;   + ;
281; 21.12.2018 22:05:14.000; Установка даты и времени;   + ;
282; 21.12.2018 22:05:14.000; Включение ПТК КМ-Дельта;   + ;
283; 21.12.2018 22:05:14.000; Отсутствие связи с САУ ГА;   - ;
284; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
285; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
286; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
287; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
288; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
289; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
290; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
291; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
292; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
293; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
294; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
295; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
296; 21.12.2018 22:05:10.000; Включение ПТК КМ-Дельта;   + ;
297; 21.12.2018 21:38:47.000; Отсутствие связи с САУ ГА;   + ;
298; 21.12.2018 21:38:29.000; Отсутствие связи с САУ ГА;   - ;
299; 21.12.2018 21:23:08.000; Отсутствие связи с САУ ГА;   + ;
300; 21.12.2018 21:22:50.000; Отсутствие связи с САУ ГА;   - ;
301; 21.12.2018 21:14:56.000; Отсутствие связи с САУ ГА;   + ;
302; 21.12.2018 21:14:38.000; Отсутствие связи с САУ ГА;   - ;
303; 21.12.2018 21:14:08.000; Отсутствие связи с САУ ГА;   + ;
304; 21.12.2018 21:02:46.000; Отсутствие связи с САУ ГА;   - ;
305; 21.12.2018 21:02:37.000; Отсутствие связи с САУ ГА;   + ;
306; 21.12.2018 20:58:37.000; Отсутствие связи с САУ ГА;   - ;
307; 21.12.2018 20:56:52.000; Отсутствие связи с САУ ГА;   + ;
308; 21.12.2018 20:56:52.000; Отсутствие связи с САУ ГА;   - ;
309; 21.12.2018 20:56:46.000; Отсутствие связи с САУ ГА;   + ;
310; 21.12.2018 20:53:32.000; Отсутствие связи с САУ ГА;   - ;
311; 21.12.2018 20:53:25.000; Отсутствие связи с САУ ГА;   + ;
312; 21.12.2018 20:53:02.000; Отсутствие связи с САУ ГА;   - ;
313; 21.12.2018 20:51:01.000; Нет связи с МКЛП №1;   + ;
314; 21.12.2018 20:50:55.000; Нет связи с МКЛП №1;   - ;
315; 21.12.2018 20:46:03.000; Отсутствие связи с САУ ГА;   + ;
316; 21.12.2018 20:45:34.000; Отсутствие связи с САУ ГА;   + ;
317; 21.12.2018 20:44:42.000; Отсутствие связи с САУ ГА;   + ;
318; 21.12.2018 20:44:25.000; Нет связи с МКЛП №4;   + ;
319; 21.12.2018 20:44:25.000; Отсутствие связи с САУ ГА;   - ;
320; 21.12.2018 20:44:25.000; Установка настроеек ПТК КМ-Дельта;   + ;
321; 21.12.2018 20:44:10.000; Отсутствие связи с САУ ГА;   + ;
322; 21.12.2018 20:44:08.000; Отсутствие связи с САУ ГА;   + ;
323; 21.12.2018 20:43:54.000; Блокировка пуска ГА;   + ;
324; 21.12.2018 20:43:52.000; Установка настроеек ПТК КМ-Дельта;   + ;
325; 21.12.2018 20:43:52.000; Нет связи с МКЛП №4;   + ;
326; 21.12.2018 20:43:52.000; Отсутствие связи с САУ ГА;   - ;
327; 21.12.2018 20:43:46.000; Отсутствие связи с САУ ГА;   - ;
328; 21.12.2018 20:43:37.000; Отсутствие связи с САУ ГА;   + ;
329; 21.12.2018 20:43:37.000; Отсутствие связи с САУ ГА;   + ;
330; 21.12.2018 20:43:30.000; Отсутствие связи с САУ ГА;   + ;
331; 21.12.2018 20:43:30.000; Отсутствие связи с САУ ГА;   + ;
332; 21.12.2018 20:43:30.000; Отсутствие связи с САУ ГА;   + ;
333; 21.12.2018 20:43:27.000; Нет связи с МКЛП №1;   + ;
334; 21.12.2018 20:43:26.000; Установка даты и времени;   + ;
335; 21.12.2018 20:43:21.000; Нет связи с МКЛП №1;   + ;
336; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
337; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
338; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
339; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
340; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
341; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
342; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
343; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
344; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
345; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
346; 21.12.2018 20:43:10.000; Отсутствие связи с САУ ГА;   + ;
347; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
348; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
349; 21.12.2018 20:43:10.000; Включение ПТК КМ-Дельта;   + ;
350; 21.12.2018 12:45:04.000; Нет связи с МКЛП №1;   + ;
351; 21.12.2018 12:45:04.000; Нет связи с МКЛП №6;   + ;
352; 21.12.2018 12:45:04.000; Нет связи с МКЛП №5;   + ;
353; 21.12.2018 11:45:04.000; Нет связи с МКЛП №4;   + ;
354; 21.12.2018 6:53:38.000; Отсутствие связи с САУ ГА;   + ;
355; 21.12.2018 6:53:16.000; Отсутствие связи с САУ ГА;   - ;
356; 21.12.2018 6:51:19.000; Установка настроеек ПТК КМ-Дельта;   + ;
357; 21.12.2018 6:50:19.000; Отсутствие связи с САУ ГА;   - ;
358; 21.12.2018 6:50:19.000; Установка настроеек ПТК КМ-Дельта;   + ;
359; 21.12.2018 6:50:03.000; Отсутствие связи с САУ ГА;   - ;
360; 21.12.2018 6:49:57.000; Отсутствие связи с САУ ГА;   - ;
361; 21.12.2018 6:49:52.000; Отсутствие связи с САУ ГА;   - ;
362; 21.12.2018 6:49:35.000; Нет связи с МКЛП №4;   - ;
363; 21.12.2018 6:49:35.000; Нет связи с МКЛП №3;   - ;
364; 21.12.2018 6:49:35.000; Нет связи с МКЛП №1;   - ;
365; 21.12.2018 6:49:35.000; Нет связи с МКЛП №8;   - ;
366; 21.12.2018 6:49:35.000; Нет связи с МКЛП №3;   + ;
