Архив событий от ПТК КМ-Дельта от 20 декабря 2018 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
382; 17.12.2018 18:51:10.000; Нет связи с МКЛП №3;   + ;
383; 17.12.2018 18:51:10.000; Нет связи с МКЛП №1;   + ;
384; 17.12.2018 18:51:10.000; Нет связи с МКЛП №2;   + ;
385; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
386; 17.12.2018 18:51:10.000; Нет связи с МКЛП №4;   + ;
387; 17.12.2018 18:51:10.000; Нет связи с МКЛП №3;   + ;
388; 17.12.2018 18:51:10.000; Нет связи с МКЛП №2;   + ;
389; 17.12.2018 18:51:10.000; Нет связи с МКЛП №1;   + ;
390; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
391; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
392; 17.12.2018 18:51:10.000; Нет связи с МКЛП №1;   + ;
393; 17.12.2018 18:51:10.000; Нет связи с МКЛП №2;   + ;
394; 17.12.2018 18:51:10.000; Нет связи с МКЛП №2;   + ;
395; 17.12.2018 18:51:10.000; Нет связи с МКЛП №4;   + ;
396; 17.12.2018 18:51:10.000; Нет связи с МКЛП №2;   + ;
397; 17.12.2018 18:51:10.000; Нет связи с МКЛП №1;   + ;
398; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
399; 17.12.2018 18:51:10.000; Отсутствие связи с САУ ГА;   + ;
400; 17.12.2018 18:51:10.000; Нет связи с МКЛП №8;   + ;
401; 17.12.2018 18:51:10.000; Нет связи с МКЛП №7;   + ;
402; 17.12.2018 18:51:10.000; Нет связи с МКЛП №6;   + ;
403; 17.12.2018 18:51:10.000; Нет связи с МКЛП №3;   + ;
404; 17.12.2018 18:51:10.000; Нет связи с МКЛП №5;   + ;
405; 17.12.2018 18:51:10.000; Нет связи с МКЛП №3;   + ;
406; 17.12.2018 18:51:10.000; Нет связи с МКЛП №2;   + ;
407; 17.12.2018 18:51:10.000; Нет связи с МКЛП №1;   + ;
408; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
409; 17.12.2018 18:51:10.000; Отсутствие связи с САУ ГА;   + ;
410; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
411; 17.12.2018 18:51:10.000; Нет связи с МКЛП №1;   + ;
412; 17.12.2018 18:51:10.000; Нет связи с МКЛП №3;   + ;
413; 17.12.2018 18:51:10.000; Нет связи с МКЛП №4;   + ;
414; 17.12.2018 18:51:10.000; Нет связи с МКЛП №4;   + ;
415; 17.12.2018 18:51:10.000; Нет связи с МКЛП №6;   + ;
416; 17.12.2018 18:51:10.000; Нет связи с МКЛП №5;   + ;
417; 17.12.2018 18:51:10.000; Нет связи с МКЛП №5;   + ;
418; 17.12.2018 18:51:10.000; Нет связи с МКЛП №7;   + ;
419; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
420; 17.12.2018 18:51:10.000; Отсутствие связи с САУ ГА;   + ;
421; 17.12.2018 18:51:10.000; Нет связи с МКЛП №8;   + ;
422; 17.12.2018 18:51:10.000; Нет связи с МКЛП №7;   + ;
423; 17.12.2018 18:51:10.000; Нет связи с МКЛП №6;   + ;
424; 17.12.2018 18:51:10.000; Нет связи с МКЛП №5;   + ;
425; 17.12.2018 18:51:10.000; Нет связи с МКЛП №4;   + ;
426; 17.12.2018 18:51:10.000; Нет связи с МКЛП №6;   + ;
427; 17.12.2018 18:51:10.000; Нет связи с МКЛП №1;   + ;
428; 17.12.2018 18:51:10.000; Нет связи с МКЛП №3;   + ;
429; 17.12.2018 18:51:10.000; Нет связи с МКЛП №2;   + ;
430; 17.12.2018 18:51:10.000; Нет связи с МКЛП №8;   + ;
431; 17.12.2018 18:51:10.000; Включение ПТК КМ-Дельта;   + ;
432; 17.12.2018 18:51:10.000; Нет связи с МКЛП №7;   + ;
433; 17.12.2018 18:51:10.000; Нет связи с МКЛП №8;   + ;
434; 17.12.2018 8:02:30.000; Отсутствие связи с САУ ГА;   + ;
435; 17.12.2018 8:02:13.000; Нет связи с МКЛП №2;   + ;
436; 17.12.2018 8:02:13.000; Нет связи с МКЛП №8;   + ;
437; 17.12.2018 8:02:13.000; Нет связи с МКЛП №5;   + ;
438; 17.12.2018 8:02:13.000; Нет связи с МКЛП №6;   + ;
439; 17.12.2018 8:02:13.000; Нет связи с МКЛП №4;   + ;
440; 17.12.2018 8:02:13.000; Нет связи с МКЛП №3;   + ;
441; 17.12.2018 8:02:13.000; Нет связи с МКЛП №2;   + ;
442; 17.12.2018 8:02:13.000; Нет связи с МКЛП №7;   + ;
443; 17.12.2018 8:02:13.000; Нет связи с МКЛП №3;   + ;
444; 17.12.2018 8:02:13.000; Нет связи с МКЛП №1;   + ;
445; 17.12.2018 8:02:13.000; Нет связи с МКЛП №5;   + ;
446; 17.12.2018 8:02:13.000; Нет связи с МКЛП №6;   + ;
447; 17.12.2018 8:02:13.000; Нет связи с МКЛП №7;   + ;
448; 17.12.2018 8:02:13.000; Нет связи с МКЛП №8;   + ;
449; 17.12.2018 8:02:13.000; Нет связи с МКЛП №4;   + ;
450; 17.12.2018 8:02:10.000; Включение ПТК КМ-Дельта;   + ;
451; 17.12.2018 8:02:10.000; Нет связи с МКЛП №1;   + ;
452; 17.12.2018 8:02:10.000; Включение ПТК КМ-Дельта;   + ;
453; 17.12.2018 7:58:36.000; Отсутствие связи с САУ ГА;   - ;
454; 17.12.2018 7:58:31.000; Отсутствие связи с САУ ГА;   - ;
455; 17.12.2018 7:58:13.000; Нет связи с МКЛП №5;   + ;
456; 17.12.2018 7:58:13.000; Нет связи с МКЛП №6;   + ;
457; 17.12.2018 7:58:13.000; Нет связи с МКЛП №7;   + ;
458; 17.12.2018 7:58:13.000; Нет связи с МКЛП №8;   + ;
459; 17.12.2018 7:58:13.000; Отсутствие связи с САУ ГА;   + ;
460; 17.12.2018 7:58:13.000; Нет связи с МКЛП №7;   + ;
461; 17.12.2018 7:58:13.000; Нет связи с МКЛП №4;   + ;
462; 17.12.2018 7:58:13.000; Нет связи с МКЛП №8;   + ;
463; 17.12.2018 7:58:13.000; Нет связи с МКЛП №3;   + ;
464; 17.12.2018 7:58:13.000; Нет связи с МКЛП №2;   + ;
465; 17.12.2018 7:58:13.000; Нет связи с МКЛП №5;   + ;
466; 17.12.2018 7:58:13.000; Нет связи с МКЛП №1;   + ;
467; 17.12.2018 7:58:13.000; Отсутствие связи с САУ ГА;   + ;
468; 17.12.2018 7:58:13.000; Нет связи с МКЛП №6;   + ;
469; 17.12.2018 7:58:10.000; Нет связи с МКЛП №3;   + ;
470; 17.12.2018 7:58:10.000; Нет связи с МКЛП №4;   + ;
471; 17.12.2018 7:58:10.000; Нет связи с МКЛП №1;   + ;
472; 17.12.2018 7:58:10.000; Включение ПТК КМ-Дельта;   + ;
473; 17.12.2018 7:58:10.000; Включение ПТК КМ-Дельта;   + ;
474; 17.12.2018 7:58:10.000; Нет связи с МКЛП №2;   + ;
475; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
476; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
477; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
478; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
479; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
480; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
481; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
482; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
483; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
484; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
485; 01.01.2000 0:00:00.000; Отсутствие связи с САУ ГА;   + ;
486; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
487; 01.01.2000 0:00:00.000; Нет связи с МКЛП №2;   + ;
488; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
489; 01.01.2000 0:00:00.000; Нет связи с МКЛП №4;   + ;
490; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
491; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
492; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
493; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
494; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
495; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
496; 01.01.2000 0:00:00.000; Нет связи с МКЛП №8;   + ;
497; 01.01.2000 0:00:00.000; Нет связи с МКЛП №7;   + ;
498; 01.01.2000 0:00:00.000; Нет связи с МКЛП №6;   + ;
499; 01.01.2000 0:00:00.000; Нет связи с МКЛП №5;   + ;
500; 01.01.2000 0:00:00.000; Нет связи с МКЛП №1;   + ;
501; 01.01.2000 0:00:00.000; Нет связи с МКЛП №3;   + ;
