23.02.2019;14:25:00;489;489,5;490;489,5;490;490;489,5;490;
23.02.2019;14:25:08;489;490;490;490;490;490;489,5;490;
23.02.2019;14:25:15;489;489,5;490;490;490;490;489,5;490;
23.02.2019;14:25:23;489;490;490;490;490;490;489;490;
23.02.2019;14:25:30;489;490;490;490;490;490;489;490;
23.02.2019;14:25:38;489;489,5;490;489,5;490;490;489;490;
23.02.2019;14:25:45;489;489,5;490;489,5;490;490;489,5;490;
23.02.2019;14:25:53;489;489,5;490;489,5;490;490;489,5;490;
23.02.2019;14:26:00;489;489,5;490;489,5;490;489,5;489,5;490;
23.02.2019;14:26:08;489,5;489,5;490;489,5;490;490;490;490;
23.02.2019;14:26:15;489,5;490;490;489,5;490;490;490;490;
23.02.2019;14:26:23;489,5;489,5;490;490;490;490;489,5;490;
23.02.2019;14:26:30;490;489,5;490;490;490;490;490;490;
23.02.2019;14:26:38;489,5;490;490;489,5;490;490;490;490;
23.02.2019;14:26:45;489,5;490;490;490;490;490;490;490;
23.02.2019;14:26:53;489,5;489,5;490;490;490;490;490;490;
23.02.2019;14:27:00;489,5;490;490;490;490;490;489,5;490;
23.02.2019;14:27:08;489,5;490;490;490;490;490;489,5;490;
23.02.2019;14:27:15;489,5;490;490;490;490;490;489,5;490;
23.02.2019;14:27:23;489,5;490;490;490;490;490;489,5;490;
23.02.2019;14:27:30;489,5;490;490;490;490;490;489,5;490;
23.02.2019;14:27:38;489,5;489,5;490;490;490;490;490;490;
23.02.2019;14:27:45;490;490;490;490;490;490;490;490;
23.02.2019;14:27:53;490;490;490;490;490;490;490;490;
23.02.2019;14:28:00;490;489,5;490;490;490;490;490;490;
23.02.2019;14:28:08;490;490;490;490;490;490;490;490;
23.02.2019;14:28:15;490;490;490;490;490;490;490;490;
23.02.2019;14:28:23;490;490;490;490;490;490;490;490;
23.02.2019;14:28:30;490;490;490;490;490;490;490;490;
23.02.2019;14:28:38;490;490;490;490;490;490;490;490;
23.02.2019;14:28:45;490;490;490;490;490;490;490;490;
23.02.2019;14:28:53;490;490;490;490;490;490;490;490;
23.02.2019;14:29:00;490;490;490;490;490;490;490;490;
23.02.2019;14:29:08;490;490;490;490;490;490;490;490;
23.02.2019;14:29:15;490;490;490;490;490;490;490;490;
23.02.2019;14:29:23;490;490;490;490;490;490;490;490;
23.02.2019;14:29:30;490;490;490;490;490;490;490;490;
23.02.2019;14:29:38;490;490;490;490;490;490;490;490;
23.02.2019;14:29:45;490;490;490;490;490;490;490;490;
23.02.2019;14:29:53;490;490;490;490;490;490;490;490;
23.02.2019;14:30:00;490;490;490;490;490;490;490;490;
23.02.2019;14:30:08;490;490;490;490;490;490;490;490;
23.02.2019;14:30:15;490;490;490;490;490;490;490;490;
23.02.2019;14:30:23;490;490;490;490;490;490;490;490;
23.02.2019;14:30:30;490;490;490;490;490;490;490;490;
23.02.2019;14:30:38;490;490;490;490;490;490;490;490;
23.02.2019;14:30:45;490;490;490;490;490;490;490;490;
23.02.2019;14:30:53;490;490;490;490;490;490;490;490;
23.02.2019;14:31:00;490;490;490;490;490;490;490;490;
23.02.2019;14:31:08;490;490;490;490;490;490;490;490;
23.02.2019;14:31:15;490;490;490;490;490;490;490;490;
23.02.2019;14:31:23;490;490;490;490;490;490;490;490;
23.02.2019;14:31:30;490;490;490;490;490;490;490;490;
23.02.2019;14:31:38;490;490;490;490;490;490;490;490;
23.02.2019;14:31:45;490;490;490;490;490;490;490;490;
23.02.2019;14:31:53;490;490;490;490;490;490;490;490;
23.02.2019;14:32:00;490;490;490;490;490;490;490;490;
23.02.2019;14:32:08;490;490;490;490;490;490;490;490;
23.02.2019;14:32:15;490;490;490;490;490;490;490;490;
23.02.2019;14:32:23;490;490;490;490;490;490;490;490;
23.02.2019;14:32:30;490;490;490;490;490;490;490;490;
23.02.2019;14:32:38;490;490;490;490;490;490;490;490;
23.02.2019;14:32:45;490;490;490;490;490;490;490;490;
23.02.2019;14:32:53;490;490;490;490;490;490;490;490;
23.02.2019;14:33:00;490;490;490;490;490;490;490;490;
23.02.2019;14:33:08;490;490;490;490;490;490;490;490;
23.02.2019;14:33:15;490;490;490;490;490;490;490;490;
23.02.2019;14:33:23;490;490;490;490;490;490;490;490;
23.02.2019;14:33:30;490;490;490;490;490;490;490;490;
23.02.2019;14:33:38;490;490;490;490;490;490;490;490;
23.02.2019;14:33:45;490;490;490;490;490;490;490;490;
23.02.2019;14:33:53;490;490;490;490;490;490;490;490;
23.02.2019;14:34:00;490;490;490;490;490;490;490;490;
23.02.2019;14:34:08;490;490;490;490;490;490;490;490;
23.02.2019;14:34:15;490;490;490;490;490;490;490;490;
23.02.2019;14:34:23;490;490;490;490;490;490;490;490;
