Архив событий от ПТК КМ-Дельта от 7 февраля 2019 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
412; 02.02.2019 10:24:47.000; Нет связи с МКЛП №8;   + ;
413; 02.02.2019 10:24:47.000; Нет связи с МКЛП №7;   + ;
414; 02.02.2019 10:24:47.000; Нет связи с МКЛП №6;   + ;
415; 02.02.2019 10:24:40.000; Нет связи с МКЛП №1;   + ;
416; 02.02.2019 10:24:40.000; Нет связи с МКЛП №2;   + ;
417; 02.02.2019 10:24:40.000; Нет связи с МКЛП №3;   + ;
418; 02.02.2019 10:24:40.000; Нет связи с МКЛП №4;   + ;
419; 02.02.2019 10:24:40.000; Нет связи с МКЛП №5;   + ;
420; 02.02.2019 10:24:40.000; Нет связи с МКЛП №8;   + ;
421; 02.02.2019 10:24:40.000; Нет связи с МКЛП №7;   + ;
422; 02.02.2019 10:24:40.000; Нет связи с МКЛП №6;   + ;
423; 02.02.2019 9:34:09.000; Установка даты и времени;   + ;
424; 02.02.2019 9:18:57.000; Отсутствие связи с САУ ГА;   + ;
425; 02.02.2019 9:18:57.000; Отсутствие связи с САУ ГА;   + ;
426; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
427; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
428; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
429; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
430; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
431; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
432; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
433; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
434; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
435; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
436; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
437; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
438; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
439; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
440; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
441; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
442; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
443; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
444; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
445; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
446; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
447; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
448; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
449; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
450; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
451; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
452; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
453; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
454; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
455; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
456; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
457; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
458; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
459; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
460; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
461; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
462; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
463; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
464; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
465; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
466; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
467; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
468; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
469; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
470; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
471; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
472; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
473; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
474; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
475; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
476; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
477; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
478; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
479; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
480; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
481; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
482; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
483; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
484; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
485; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
486; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
487; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
488; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
489; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
490; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
491; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
492; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
493; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
494; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
495; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
496; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
497; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
498; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
499; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
500; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
501; 01.01.2000 0:00:00.000; Включение ПТК КМ-Дельта;   + ;
