Архив событий от ПТК КМ-Дельта от 11 декабря 2018 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
368; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
369; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
370; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
371; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
372; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
373; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
374; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
375; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
376; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
377; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
378; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
379; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
380; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
381; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
382; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
383; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
384; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
385; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
386; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
387; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
388; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
389; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
390; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
391; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
392; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
393; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
394; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
395; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   - ;
396; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
397; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
398; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
399; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
400; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
401; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
402; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
403; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
404; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
405; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   - ;
406; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   - ;
407; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
408; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
409; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
410; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
411; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   - ;
412; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   - ;
413; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   - ;
414; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
415; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
416; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
417; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
418; 11.12.2018 16:13:06.000; Установка даты и времени;   + ;
419; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   - ;
420; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
421; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
422; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
423; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
424; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
425; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
426; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   - ;
427; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   - ;
428; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   - ;
429; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   - ;
430; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   - ;
431; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   - ;
432; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
433; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   - ;
434; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
435; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
436; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
437; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
438; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
439; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
440; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
441; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
442; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
443; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   - ;
444; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   - ;
445; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   - ;
446; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   - ;
447; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
448; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
449; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
450; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
451; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
452; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
453; 10.12.2018 20:53:35.000; Блокировка пуска ГА;   - ;
454; 10.12.2018 20:52:36.000; Предупреждение от МКЛП №2;   + ;
455; 10.12.2018 20:52:36.000; Неисправность МКЛП №4;   + ;
456; 10.12.2018 20:52:36.000; Предупреждение от МКЛП №8;   + ;
457; 10.12.2018 20:52:36.000; Блокировка пуска ГА;   + ;
458; 10.12.2018 20:52:36.000; Авария от МКЛП №8;   + ;
459; 10.12.2018 20:48:46.000; Отсутствие связи с САУ ГА;   + ;
460; 10.12.2018 20:48:28.000; Отсутствие связи с САУ ГА;   - ;
461; 10.12.2018 20:45:58.000; Отсутствие связи с САУ ГА;   - ;
462; 10.12.2018 20:44:09.000; Отсутствие связи с САУ ГА;   + ;
463; 10.12.2018 20:43:43.000; Отсутствие связи с САУ ГА;   - ;
464; 10.12.2018 20:32:20.000; Нет связи с МКЛП №8;   - ;
465; 10.12.2018 20:32:20.000; Нет связи с МКЛП №2;   - ;
466; 10.12.2018 20:32:20.000; Нет связи с МКЛП №3;   - ;
467; 10.12.2018 20:32:20.000; Нет связи с МКЛП №1;   - ;
468; 10.12.2018 20:32:20.000; Нет связи с МКЛП №4;   - ;
469; 10.12.2018 20:28:26.000; Нет связи с МКЛП №2;   + ;
470; 10.12.2018 20:28:26.000; Нет связи с МКЛП №1;   + ;
471; 10.12.2018 20:28:26.000; Нет связи с МКЛП №8;   + ;
472; 10.12.2018 20:28:26.000; Нет связи с МКЛП №7;   + ;
473; 10.12.2018 20:28:26.000; Нет связи с МКЛП №6;   + ;
474; 10.12.2018 20:28:26.000; Нет связи с МКЛП №5;   + ;
475; 10.12.2018 20:28:26.000; Нет связи с МКЛП №4;   + ;
476; 10.12.2018 20:28:26.000; Нет связи с МКЛП №3;   + ;
477; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
478; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
479; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
480; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
481; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
482; 10.12.2018 20:28:23.000; Отсутствие связи с САУ ГА;   + ;
483; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
484; 10.12.2018 20:28:23.000; Отсутствие связи с САУ ГА;   + ;
485; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
486; 10.12.2018 20:28:23.000; Отсутствие связи с САУ ГА;   + ;
487; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
488; 10.12.2018 20:28:23.000; Отсутствие связи с САУ ГА;   + ;
489; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
490; 10.12.2018 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
491; 10.12.2018 20:28:23.000; Отсутствие связи с САУ ГА;   + ;
492; 01.01.2000 20:28:23.000; Отсутствие связи с САУ ГА;   + ;
493; 01.01.2000 20:28:23.000; Нет связи с МКЛП №8;   + ;
494; 01.01.2000 20:28:23.000; Нет связи с МКЛП №7;   + ;
495; 01.01.2000 20:28:23.000; Нет связи с МКЛП №2;   + ;
496; 01.01.2000 20:28:23.000; Нет связи с МКЛП №5;   + ;
497; 01.01.2000 20:28:23.000; Нет связи с МКЛП №4;   + ;
498; 01.01.2000 20:28:23.000; Нет связи с МКЛП №3;   + ;
499; 01.01.2000 20:28:23.000; Включение ПТК КМ-Дельта;   + ;
500; 01.01.2000 20:28:23.000; Нет связи с МКЛП №6;   + ;
501; 01.01.2000 20:28:23.000; Нет связи с МКЛП №1;   + ;
