Архив событий от ПТК КМ-Дельта от 11 декабря 2018 г. IP-адрес: 192.168.1.170
№; Дата; Событие; Статус сигнала;
136; 11.12.2018 19:20:37.000; Включение ПТК КМ-Дельта;   + ;
137; 11.12.2018 19:20:37.000; Отсутствие связи с САУ ГА;   + ;
138; 11.12.2018 19:20:37.000; Отсутствие связи с САУ ГА;   - ;
139; 11.12.2018 19:20:29.000; Предупреждение от МКЛП №1;   + ;
140; 11.12.2018 19:20:29.000; Авария от МКЛП №1;   + ;
141; 11.12.2018 19:20:29.000; Отсутствие связи с САУ ГА;   - ;
142; 11.12.2018 19:20:29.000; Аварийный останов ГА;   + ;
143; 11.12.2018 19:20:29.000; Блокировка пуска ГА;   + ;
144; 11.12.2018 19:20:23.000; Отсутствие связи с САУ ГА;   + ;
145; 11.12.2018 19:20:23.000; Отсутствие связи с САУ ГА;   + ;
146; 11.12.2018 19:20:20.000; Авария от МКЛП №1;   + ;
147; 11.12.2018 19:20:20.000; Блокировка пуска ГА;   + ;
148; 11.12.2018 19:20:20.000; Аварийный останов ГА;   + ;
149; 11.12.2018 19:20:20.000; Предупреждение от МКЛП №1;   + ;
150; 11.12.2018 19:20:16.000; Аварийный останов ГА;   + ;
151; 11.12.2018 19:20:16.000; Блокировка пуска ГА;   + ;
152; 11.12.2018 19:20:16.000; Авария от МКЛП №1;   + ;
153; 11.12.2018 19:20:16.000; Предупреждение от МКЛП №1;   + ;
154; 11.12.2018 19:20:14.000; Отсутствие связи с САУ ГА;   + ;
155; 11.12.2018 19:20:14.000; Аварийный останов ГА;   + ;
156; 11.12.2018 19:20:14.000; Блокировка пуска ГА;   + ;
157; 11.12.2018 19:20:14.000; Авария от МКЛП №1;   + ;
158; 11.12.2018 19:20:14.000; Предупреждение от МКЛП №1;   + ;
159; 11.12.2018 19:20:13.000; Предупреждение от МКЛП №8;   + ;
160; 11.12.2018 19:20:13.000; Блокировка пуска ГА;   + ;
161; 11.12.2018 19:20:13.000; Отсутствие связи с САУ ГА;   + ;
162; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №8;   + ;
163; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №4;   + ;
164; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №3;   + ;
165; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №2;   + ;
166; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №1;   + ;
167; 11.12.2018 19:20:08.000; Блокировка пуска ГА;   + ;
168; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №7;   + ;
169; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №6;   + ;
170; 11.12.2018 19:20:08.000; Предупреждение от МКЛП №5;   + ;
171; 11.12.2018 19:20:07.000; Нет связи с МКЛП №6;   + ;
172; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №6;   + ;
173; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №7;   + ;
174; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
175; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
176; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №3;   + ;
177; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №5;   + ;
178; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №2;   + ;
179; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
180; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №1;   + ;
181; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
182; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №4;   + ;
183; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №6;   + ;
184; 11.12.2018 19:20:03.000; Блокировка пуска ГА;   + ;
185; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №8;   + ;
186; 11.12.2018 19:20:03.000; Нет связи с МКЛП №7;   + ;
187; 11.12.2018 19:20:03.000; Нет связи с МКЛП №6;   + ;
188; 11.12.2018 19:20:03.000; Нет связи с МКЛП №5;   + ;
189; 11.12.2018 19:20:03.000; Нет связи с МКЛП №4;   + ;
190; 11.12.2018 19:20:03.000; Нет связи с МКЛП №3;   + ;
191; 11.12.2018 19:20:03.000; Нет связи с МКЛП №2;   + ;
192; 11.12.2018 19:20:03.000; Нет связи с МКЛП №1;   + ;
193; 11.12.2018 19:20:03.000; Нет связи с МКЛП №8;   + ;
194; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
195; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
196; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №7;   + ;
197; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №6;   + ;
198; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №5;   + ;
199; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №4;   + ;
200; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №3;   + ;
201; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №2;   + ;
202; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №1;   + ;
203; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
204; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №5;   + ;
205; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №7;   + ;
206; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №4;   + ;
207; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
208; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №2;   + ;
209; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
210; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
211; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
212; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
213; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
214; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
215; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
216; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
217; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   - ;
218; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
219; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
220; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
221; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
222; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
223; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
224; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
225; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
226; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
227; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
228; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
229; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №3;   + ;
230; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
231; 11.12.2018 19:20:03.000; Установка даты и времени;   + ;
232; 11.12.2018 19:20:03.000; Нет связи с МКЛП №2;   + ;
233; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №1;   + ;
234; 11.12.2018 19:20:03.000; Блокировка пуска ГА;   + ;
235; 11.12.2018 19:20:03.000; Предупреждение от МКЛП №8;   + ;
236; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
237; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
238; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
239; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
240; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
241; 11.12.2018 19:20:03.000; Нет связи с МКЛП №1;   + ;
242; 11.12.2018 19:20:03.000; Нет связи с МКЛП №5;   + ;
243; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
244; 11.12.2018 19:20:03.000; Отсутствие связи с САУ ГА;   + ;
245; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
246; 11.12.2018 19:20:03.000; Включение ПТК КМ-Дельта;   + ;
247; 11.12.2018 17:09:01.000; Отсутствие связи с САУ ГА;   + ;
248; 11.12.2018 17:09:01.000; Отсутствие связи с САУ ГА;   - ;
249; 11.12.2018 17:08:34.000; Отсутствие связи с САУ ГА;   + ;
250; 11.12.2018 17:08:34.000; Отсутствие связи с САУ ГА;   - ;
251; 11.12.2018 17:07:51.000; Отсутствие связи с САУ ГА;   + ;
252; 11.12.2018 17:07:25.000; Отсутствие связи с САУ ГА;   - ;
253; 11.12.2018 17:03:34.000; Отсутствие связи с САУ ГА;   + ;
254; 11.12.2018 17:03:34.000; Предупреждение от МКЛП №1;   + ;
255; 11.12.2018 17:03:34.000; Авария от МКЛП №1;   + ;
256; 11.12.2018 17:03:34.000; Блокировка пуска ГА;   + ;
257; 11.12.2018 17:03:34.000; Аварийный останов ГА;   + ;
258; 11.12.2018 17:01:17.000; Отсутствие связи с САУ ГА;   + ;
259; 11.12.2018 17:01:08.000; Отсутствие связи с САУ ГА;   - ;
260; 11.12.2018 17:00:59.000; Отсутствие связи с САУ ГА;   - ;
261; 11.12.2018 16:38:06.000; Отсутствие связи с САУ ГА;   + ;
262; 11.12.2018 16:20:56.000; Отсутствие связи с САУ ГА;   - ;
263; 11.12.2018 16:20:56.000; Отсутствие связи с САУ ГА;   + ;
264; 11.12.2018 16:19:10.000; Отсутствие связи с САУ ГА;   + ;
265; 11.12.2018 16:19:10.000; Отсутствие связи с САУ ГА;   - ;
266; 11.12.2018 16:16:52.000; Нет связи с МКЛП №1;   - ;
267; 11.12.2018 16:16:52.000; Нет связи с МКЛП №7;   - ;
268; 11.12.2018 16:16:52.000; Нет связи с МКЛП №6;   - ;
269; 11.12.2018 16:16:52.000; Нет связи с МКЛП №5;   - ;
270; 11.12.2018 16:16:52.000; Нет связи с МКЛП №4;   - ;
271; 11.12.2018 16:16:52.000; Нет связи с МКЛП №2;   - ;
272; 11.12.2018 16:16:52.000; Нет связи с МКЛП №8;   - ;
273; 11.12.2018 16:16:52.000; Нет связи с МКЛП №3;   - ;
274; 11.12.2018 16:16:37.000; Отсутствие связи с САУ ГА;   + ;
275; 11.12.2018 16:16:37.000; Предупреждение от МКЛП №1;   + ;
276; 11.12.2018 16:16:37.000; Блокировка пуска ГА;   + ;
277; 11.12.2018 16:16:37.000; Авария от МКЛП №1;   + ;
278; 11.12.2018 16:16:37.000; Аварийный останов ГА;   + ;
279; 11.12.2018 16:16:35.000; Отсутствие связи с САУ ГА;   - ;
280; 11.12.2018 16:15:12.000; Отсутствие связи с САУ ГА;   - ;
281; 11.12.2018 16:14:51.000; Отсутствие связи с САУ ГА;   + ;
282; 11.12.2018 16:14:44.000; Отсутствие связи с САУ ГА;   + ;
283; 11.12.2018 16:14:44.000; Отсутствие связи с САУ ГА;   - ;
284; 11.12.2018 16:14:30.000; Отсутствие связи с САУ ГА;   + ;
285; 11.12.2018 16:14:27.000; Отсутствие связи с САУ ГА;   - ;
286; 11.12.2018 16:14:05.000; Отсутствие связи с САУ ГА;   - ;
287; 11.12.2018 16:13:49.000; Отсутствие связи с САУ ГА;   - ;
288; 11.12.2018 16:13:33.000; Отсутствие связи с САУ ГА;   + ;
289; 11.12.2018 16:13:33.000; Отсутствие связи с САУ ГА;   - ;
290; 11.12.2018 16:13:29.000; Отсутствие связи с САУ ГА;   + ;
291; 11.12.2018 16:13:26.000; Отсутствие связи с САУ ГА;   + ;
292; 11.12.2018 16:13:18.000; Нет связи с МКЛП №5;   + ;
293; 11.12.2018 16:13:18.000; Нет связи с МКЛП №3;   + ;
294; 11.12.2018 16:13:18.000; Нет связи с МКЛП №2;   + ;
295; 11.12.2018 16:13:18.000; Нет связи с МКЛП №8;   + ;
296; 11.12.2018 16:13:18.000; Нет связи с МКЛП №7;   + ;
297; 11.12.2018 16:13:18.000; Нет связи с МКЛП №6;   + ;
298; 11.12.2018 16:13:18.000; Нет связи с МКЛП №1;   + ;
299; 11.12.2018 16:13:18.000; Нет связи с МКЛП №4;   + ;
300; 11.12.2018 16:13:14.000; Нет связи с МКЛП №1;   - ;
301; 11.12.2018 16:13:14.000; Нет связи с МКЛП №3;   - ;
302; 11.12.2018 16:13:14.000; Нет связи с МКЛП №4;   - ;
303; 11.12.2018 16:13:14.000; Нет связи с МКЛП №5;   - ;
304; 11.12.2018 16:13:14.000; Нет связи с МКЛП №6;   - ;
305; 11.12.2018 16:13:14.000; Нет связи с МКЛП №7;   - ;
306; 11.12.2018 16:13:14.000; Отсутствие связи с САУ ГА;   + ;
307; 11.12.2018 16:13:14.000; Нет связи с МКЛП №2;   - ;
308; 11.12.2018 16:13:14.000; Отсутствие связи с САУ ГА;   - ;
309; 11.12.2018 16:13:10.000; Нет связи с МКЛП №6;   + ;
310; 11.12.2018 16:13:10.000; Нет связи с МКЛП №7;   + ;
311; 11.12.2018 16:13:10.000; Нет связи с МКЛП №8;   + ;
312; 11.12.2018 16:13:10.000; Нет связи с МКЛП №1;   + ;
313; 11.12.2018 16:13:10.000; Нет связи с МКЛП №2;   + ;
314; 11.12.2018 16:13:10.000; Отсутствие связи с САУ ГА;   + ;
315; 11.12.2018 16:13:10.000; Нет связи с МКЛП №5;   + ;
316; 11.12.2018 16:13:09.000; Нет связи с МКЛП №2;   + ;
317; 11.12.2018 16:13:09.000; Нет связи с МКЛП №6;   + ;
318; 11.12.2018 16:13:09.000; Нет связи с МКЛП №5;   + ;
319; 11.12.2018 16:13:09.000; Нет связи с МКЛП №4;   + ;
320; 11.12.2018 16:13:09.000; Нет связи с МКЛП №3;   + ;
321; 11.12.2018 16:13:09.000; Нет связи с МКЛП №1;   + ;
322; 11.12.2018 16:13:09.000; Нет связи с МКЛП №8;   + ;
323; 11.12.2018 16:13:09.000; Нет связи с МКЛП №7;   + ;
324; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
325; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
326; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
327; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
328; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
329; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
330; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
331; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
332; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
333; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
334; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
335; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
336; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
337; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
338; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
339; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
340; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
341; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
342; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
343; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
344; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
345; 11.12.2018 16:13:06.000; Нет связи с МКЛП №8;   + ;
346; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   + ;
347; 11.12.2018 16:13:06.000; Отсутствие связи с САУ ГА;   - ;
348; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
349; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
350; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
351; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
352; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
353; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
354; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
355; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
356; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
357; 11.12.2018 16:13:06.000; Включение ПТК КМ-Дельта;   + ;
358; 11.12.2018 16:13:06.000; Нет связи с МКЛП №1;   + ;
359; 11.12.2018 16:13:06.000; Нет связи с МКЛП №2;   + ;
360; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
361; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
362; 11.12.2018 16:13:06.000; Нет связи с МКЛП №5;   + ;
363; 11.12.2018 16:13:06.000; Нет связи с МКЛП №6;   + ;
364; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   + ;
365; 11.12.2018 16:13:06.000; Нет связи с МКЛП №3;   + ;
366; 11.12.2018 16:13:06.000; Нет связи с МКЛП №7;   - ;
367; 11.12.2018 16:13:06.000; Нет связи с МКЛП №4;   + ;
